,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV
0,2024-02-23,1,0022300804,1610612761,TOR,Toronto,Raptors,21-36,33,32,31,27,0,0,0,0,0,0,0,0,0,0,123,0.49,1.0,0.385,37,47,11
1,2024-02-23,1,0022300804,1610612737,ATL,Atlanta,Hawks,24-32,22,42,26,31,0,0,0,0,0,0,0,0,0,0,121,0.434,0.708,0.308,27,54,9
2,2024-02-23,2,0022300805,1610612739,CLE,Cleveland,Cavaliers,36-19,25,25,20,27,0,0,0,0,0,0,0,0,0,0,97,0.425,0.677,0.296,24,43,10
3,2024-02-23,2,0022300805,1610612755,PHI,Philadelphia,76ers,33-23,25,28,21,30,0,0,0,0,0,0,0,0,0,0,104,0.444,0.8,0.414,20,51,9
4,2024-02-23,3,0022300806,1610612756,PHX,Phoenix,Suns,33-24,28,24,24,34,0,0,0,0,0,0,0,0,0,0,110,0.4,0.771,0.226,23,58,10
5,2024-02-23,3,0022300806,1610612745,HOU,Houston,Rockets,25-31,20,37,32,25,0,0,0,0,0,0,0,0,0,0,114,0.398,0.735,0.333,25,54,14
6,2024-02-23,4,0022300807,1610612746,LAC,LA,Clippers,37-18,29,24,26,22,0,0,0,0,0,0,0,0,0,0,101,0.44,0.882,0.375,20,51,20
7,2024-02-23,4,0022300807,1610612763,MEM,Memphis,Grizzlies,20-37,29,30,16,20,0,0,0,0,0,0,0,0,0,0,95,0.418,0.688,0.229,26,41,12
8,2024-02-23,5,0022300809,1610612764,WAS,Washington,Wizards,9-47,28,29,24,25,0,0,0,0,0,0,0,0,0,0,106,0.394,0.714,0.237,20,43,14
9,2024-02-23,5,0022300809,1610612760,OKC,Oklahoma City,Thunder,39-17,41,39,37,30,0,0,0,0,0,0,0,0,0,0,147,0.598,0.81,0.5,30,56,15
10,2024-02-23,6,0022300810,1610612748,MIA,Miami,Heat,31-25,31,27,26,22,0,0,0,0,0,0,0,0,0,0,106,0.463,0.68,0.448,20,46,14
11,2024-02-23,6,0022300810,1610612740,NOP,New Orleans,Pelicans,34-23,24,34,22,15,0,0,0,0,0,0,0,0,0,0,95,0.375,0.769,0.219,20,54,11
12,2024-02-23,7,0022300808,1610612749,MIL,Milwaukee,Bucks,36-21,31,20,36,25,0,0,0,0,0,0,0,0,0,0,112,0.471,0.68,0.351,24,47,10
13,2024-02-23,7,0022300808,1610612750,MIN,Minnesota,Timberwolves,39-17,27,30,13,37,0,0,0,0,0,0,0,0,0,0,107,0.439,0.615,0.371,23,52,13
14,2024-02-23,8,0022300811,1610612766,CHA,Charlotte,Hornets,14-42,15,14,23,32,0,0,0,0,0,0,0,0,0,0,84,0.364,0.818,0.282,21,43,18
15,2024-02-23,8,0022300811,1610612744,GSW,Golden State,Warriors,29-26,22,21,30,24,0,0,0,0,0,0,0,0,0,0,97,0.427,0.8,0.31,28,53,21
16,2024-02-23,9,0022300812,1610612743,DEN,Denver,Nuggets,38-19,25,38,32,32,0,0,0,0,0,0,0,0,0,0,127,0.588,0.636,0.394,38,45,12
17,2024-02-23,9,0022300812,1610612757,POR,Portland,Trail Blazers,15-40,20,28,29,35,0,0,0,0,0,0,0,0,0,0,112,0.455,0.667,0.32,25,45,10
18,2024-02-23,10,0022300813,1610612759,SAS,San Antonio,Spurs,11-46,26,33,31,28,0,0,0,0,0,0,0,0,0,0,118,0.438,0.826,0.395,33,47,14
19,2024-02-23,10,0022300813,1610612747,LAL,Los Angeles,Lakers,31-27,30,36,31,26,0,0,0,0,0,0,0,0,0,0,123,0.516,0.778,0.407,28,46,12
20,2024-02-22,1,0022300792,1610612753,ORL,Orlando,Magic,31-25,29,25,32,30,0,0,0,0,0,0,0,0,0,0,116,0.512,0.889,0.56,26,33,13
21,2024-02-22,1,0022300792,1610612739,CLE,Cleveland,Cavaliers,36-18,24,26,32,27,0,0,0,0,0,0,0,0,0,0,109,0.557,0.808,0.455,31,33,17
22,2024-02-22,2,0022300793,1610612765,DET,Detroit,Pistons,8-47,25,18,45,27,0,0,0,0,0,0,0,0,0,0,115,0.528,0.5,0.4,27,41,15
23,2024-02-22,2,0022300793,1610612754,IND,Indiana,Pacers,32-25,42,30,30,27,0,0,0,0,0,0,0,0,0,0,129,0.532,0.842,0.433,36,42,13
24,2024-02-22,3,0022300794,1610612752,NYK,New York,Knicks,34-22,32,37,22,19,0,0,0,0,0,0,0,0,0,0,110,0.481,0.704,0.441,24,45,15
25,2024-02-22,3,0022300794,1610612755,PHI,Philadelphia,76ers,32-23,21,25,35,15,0,0,0,0,0,0,0,0,0,0,96,0.44,0.857,0.345,23,38,18
26,2024-02-22,4,0022300795,1610612751,BKN,Brooklyn,Nets,21-34,21,27,23,22,0,0,0,0,0,0,0,0,0,0,93,0.413,0.727,0.297,19,39,19
27,2024-02-22,4,0022300795,1610612761,TOR,Toronto,Raptors,20-36,30,29,23,39,0,0,0,0,0,0,0,0,0,0,121,0.488,0.833,0.452,24,45,10
28,2024-02-22,5,0022300796,1610612756,PHX,Phoenix,Suns,33-23,33,30,28,22,0,0,0,0,0,0,0,0,0,0,113,0.482,0.75,0.417,20,41,16
29,2024-02-22,5,0022300796,1610612742,DAL,Dallas,Mavericks,33-23,32,28,36,27,0,0,0,0,0,0,0,0,0,0,123,0.478,0.857,0.432,24,39,10
30,2024-02-22,6,0022300797,1610612738,BOS,Boston,Celtics,44-12,31,28,37,33,0,0,0,0,0,0,0,0,0,0,129,0.542,0.762,0.489,27,36,13
31,2024-02-22,6,0022300797,1610612741,CHI,Chicago,Bulls,26-30,23,39,21,29,0,0,0,0,0,0,0,0,0,0,112,0.468,0.875,0.357,30,45,13
32,2024-02-22,7,0022300798,1610612745,HOU,Houston,Rockets,24-31,27,23,29,26,0,0,0,0,0,0,0,0,0,0,105,0.439,0.643,0.366,27,44,22
33,2024-02-22,7,0022300798,1610612740,NOP,New Orleans,Pelicans,34-22,31,32,38,26,0,0,0,0,0,0,0,0,0,0,127,0.521,0.611,0.39,35,43,13
34,2024-02-22,8,0022300799,1610612746,LAC,LA,Clippers,36-18,33,26,23,25,0,0,0,0,0,0,0,0,0,0,107,0.452,0.846,0.375,27,42,14
35,2024-02-22,8,0022300799,1610612760,OKC,Oklahoma City,Thunder,38-17,35,26,35,33,0,0,0,0,0,0,0,0,0,0,129,0.556,0.706,0.486,24,44,12
36,2024-02-22,9,0022300800,1610612764,WAS,Washington,Wizards,9-46,25,24,34,27,0,0,0,0,0,0,0,0,0,0,110,0.385,0.565,0.447,30,40,14
37,2024-02-22,9,0022300800,1610612743,DEN,Denver,Nuggets,37-19,38,34,29,29,0,0,0,0,0,0,0,0,0,0,130,0.554,0.733,0.226,41,60,16
38,2024-02-22,10,0022300801,1610612766,CHA,Charlotte,Hornets,14-41,34,22,29,30,0,0,0,0,0,0,0,0,0,0,115,0.435,0.682,0.476,28,42,9
39,2024-02-22,10,0022300801,1610612762,UTA,Utah,Jazz,26-31,26,26,38,17,0,0,0,0,0,0,0,0,0,0,107,0.43,0.889,0.231,26,54,19
40,2024-02-22,11,0022300802,1610612747,LAL,Los Angeles,Lakers,30-27,28,28,26,28,0,0,0,0,0,0,0,0,0,0,110,0.489,0.667,0.286,28,41,11
41,2024-02-22,11,0022300802,1610612744,GSW,Golden State,Warriors,28-26,31,36,31,30,0,0,0,0,0,0,0,0,0,0,128,0.467,0.857,0.39,32,48,9
42,2024-02-22,12,0022300803,1610612759,SAS,San Antonio,Spurs,11-45,32,25,30,35,0,0,0,0,0,0,0,0,0,0,122,0.51,0.688,0.44,37,42,8
43,2024-02-22,12,0022300803,1610612758,SAC,Sacramento,Kings,32-23,30,35,28,34,0,0,0,0,0,0,0,0,0,0,127,0.559,0.714,0.394,29,42,10
44,2024-02-18,1,0032300001,1610616834,WST,West NBA All Stars,West,0-1,47,42,47,50,0,0,0,0,0,0,0,0,0,0,186,0.559,1.0,0.352,60,53,11
45,2024-02-18,1,0032300001,1610616833,EST,East NBA All Stars,East,1-0,53,51,56,51,0,0,0,0,0,0,0,0,0,0,211,0.568,0.75,0.433,46,64,14
46,2024-02-15,1,0022300790,1610612749,MIL,Milwaukee,Bucks,35-21,26,31,28,25,0,0,0,0,0,0,0,0,0,0,110,0.467,0.75,0.25,24,44,13
47,2024-02-15,1,0022300790,1610612763,MEM,Memphis,Grizzlies,20-36,29,28,37,19,0,0,0,0,0,0,0,0,0,0,113,0.53,0.632,0.5,30,40,16
48,2024-02-15,2,0022300576,1610612744,GSW,Golden State,Warriors,27-26,36,48,36,20,0,0,0,0,0,0,0,0,0,0,140,0.533,0.786,0.476,42,41,13
49,2024-02-15,2,0022300576,1610612762,UTA,Utah,Jazz,26-30,39,32,31,35,0,0,0,0,0,0,0,0,0,0,137,0.462,0.906,0.449,33,48,16
50,2024-02-15,3,0022300791,1610612750,MIN,Minnesota,Timberwolves,39-16,44,22,33,29,0,0,0,0,0,0,0,0,0,0,128,0.517,0.926,0.367,24,52,13
51,2024-02-15,3,0022300791,1610612757,POR,Portland,Trail Blazers,15-39,14,37,25,15,0,0,0,0,0,0,0,0,0,0,91,0.373,0.7,0.276,18,35,15
52,2024-02-14,1,0022300777,1610612737,ATL,Atlanta,Hawks,24-31,31,24,25,19,0,0,0,0,0,0,0,0,0,0,99,0.404,0.9,0.237,23,45,16
53,2024-02-14,1,0022300777,1610612766,CHA,Charlotte,Hornets,13-41,29,32,35,26,0,0,0,0,0,0,0,0,0,0,122,0.494,0.95,0.405,27,46,12
54,2024-02-14,2,0022300778,1610612752,NYK,New York,Knicks,33-22,36,19,22,23,0,0,0,0,0,0,0,0,0,0,100,0.417,0.792,0.379,15,34,10
55,2024-02-14,2,0022300778,1610612753,ORL,Orlando,Magic,30-25,27,38,24,29,0,0,0,0,0,0,0,0,0,0,118,0.632,0.909,0.462,25,34,12
56,2024-02-14,3,0022300779,1610612748,MIA,Miami,Heat,30-25,33,27,23,26,0,0,0,0,0,0,0,0,0,0,109,0.477,0.933,0.314,27,43,13
57,2024-02-14,3,0022300779,1610612755,PHI,Philadelphia,76ers,32-22,33,29,20,22,0,0,0,0,0,0,0,0,0,0,104,0.477,0.75,0.286,29,39,14
58,2024-02-14,4,0022300780,1610612751,BKN,Brooklyn,Nets,21-33,15,17,23,31,0,0,0,0,0,0,0,0,0,0,86,0.383,0.933,0.323,27,31,11
59,2024-02-14,4,0022300780,1610612738,BOS,Boston,Celtics,43-12,30,38,33,35,0,0,0,0,0,0,0,0,0,0,136,0.571,0.833,0.489,32,51,8
60,2024-02-14,5,0022300781,1610612741,CHI,Chicago,Bulls,26-29,32,17,27,29,0,0,0,0,0,0,0,0,0,0,105,0.458,0.882,0.424,18,44,14
61,2024-02-14,5,0022300781,1610612739,CLE,Cleveland,Cavaliers,36-17,25,18,28,37,0,0,0,0,0,0,0,0,0,0,108,0.482,0.762,0.324,31,36,8
62,2024-02-14,6,0022300782,1610612754,IND,Indiana,Pacers,31-25,31,34,36,26,0,0,0,0,0,0,0,0,0,0,127,0.485,0.696,0.415,32,39,8
63,2024-02-14,6,0022300782,1610612761,TOR,Toronto,Raptors,19-36,35,36,32,22,0,0,0,0,0,0,0,0,0,0,125,0.51,0.731,0.231,30,56,15
64,2024-02-14,7,0022300783,1610612745,HOU,Houston,Rockets,24-30,21,28,32,32,0,0,0,0,0,0,0,0,0,0,113,0.412,0.643,0.306,20,56,9
65,2024-02-14,7,0022300783,1610612763,MEM,Memphis,Grizzlies,19-36,36,22,26,37,0,0,0,0,0,0,0,0,0,0,121,0.494,0.683,0.429,27,46,11
66,2024-02-14,8,0022300784,1610612764,WAS,Washington,Wizards,9-45,26,34,38,28,0,0,0,0,0,0,0,0,0,0,126,0.478,0.85,0.467,35,42,19
67,2024-02-14,8,0022300784,1610612740,NOP,New Orleans,Pelicans,33-22,31,37,31,34,0,0,0,0,0,0,0,0,0,0,133,0.562,0.793,0.313,36,39,10
68,2024-02-14,9,0022300785,1610612759,SAS,San Antonio,Spurs,11-44,32,19,14,28,0,0,0,0,0,0,0,0,0,0,93,0.36,0.733,0.25,29,44,11
69,2024-02-14,9,0022300785,1610612742,DAL,Dallas,Mavericks,32-23,25,31,32,28,0,0,0,0,0,0,0,0,0,0,116,0.533,0.7,0.367,28,55,15
70,2024-02-14,10,0022300786,1610612758,SAC,Sacramento,Kings,31-23,16,25,30,31,0,0,0,0,0,0,0,0,0,0,102,0.438,0.789,0.273,21,48,14
71,2024-02-14,10,0022300786,1610612743,DEN,Denver,Nuggets,36-19,27,26,21,24,0,0,0,0,0,0,0,0,0,0,98,0.393,0.864,0.346,27,45,12
72,2024-02-14,11,0022300787,1610612765,DET,Detroit,Pistons,8-46,25,16,28,31,0,0,0,0,0,0,0,0,0,0,100,0.384,0.636,0.27,26,48,19
73,2024-02-14,11,0022300787,1610612756,PHX,Phoenix,Suns,33-22,37,33,29,17,0,0,0,0,0,0,0,0,0,0,116,0.455,0.818,0.323,28,54,23
74,2024-02-14,12,0022300788,1610612747,LAL,Los Angeles,Lakers,30-26,34,36,38,30,0,0,0,0,0,0,0,0,0,0,138,0.571,0.833,0.452,34,37,9
75,2024-02-14,12,0022300788,1610612762,UTA,Utah,Jazz,26-29,28,41,23,30,0,0,0,0,0,0,0,0,0,0,122,0.485,0.769,0.311,29,44,13
76,2024-02-14,13,0022300789,1610612746,LAC,LA,Clippers,36-17,23,29,34,44,0,0,0,0,0,0,0,0,0,0,130,0.5,0.784,0.342,28,48,12
77,2024-02-14,13,0022300789,1610612744,GSW,Golden State,Warriors,26-26,30,29,38,28,0,0,0,0,0,0,0,0,0,0,125,0.456,0.722,0.383,34,47,9
78,2024-02-13,1,0022300771,1610612738,BOS,Boston,Celtics,42-12,36,36,26,20,0,0,0,0,0,0,0,0,0,0,118,0.518,0.739,0.405,31,39,13
79,2024-02-13,1,0022300771,1610612751,BKN,Brooklyn,Nets,21-32,30,27,25,28,0,0,0,0,0,0,0,0,0,0,110,0.494,0.654,0.455,28,37,12
80,2024-02-13,2,0022300772,1610612760,OKC,Oklahoma City,Thunder,37-17,31,29,32,35,0,0,0,0,0,0,0,0,0,0,127,0.548,0.917,0.406,28,31,11
81,2024-02-13,2,0022300772,1610612753,ORL,Orlando,Magic,29-25,32,20,30,31,0,0,0,0,0,0,0,0,0,0,113,0.451,0.8,0.306,29,48,16
82,2024-02-13,3,0022300773,1610612748,MIA,Miami,Heat,29-25,40,29,29,25,0,0,0,0,0,0,0,0,0,0,123,0.517,0.778,0.475,34,47,14
83,2024-02-13,3,0022300773,1610612749,MIL,Milwaukee,Bucks,35-20,28,24,24,21,0,0,0,0,0,0,0,0,0,0,97,0.446,0.909,0.333,24,38,18
84,2024-02-13,4,0022300774,1610612758,SAC,Sacramento,Kings,30-23,39,28,25,33,0,0,0,0,0,0,0,0,0,0,125,0.516,0.75,0.29,27,50,13
85,2024-02-13,4,0022300774,1610612756,PHX,Phoenix,Suns,32-22,38,26,30,36,0,0,0,0,0,0,0,0,0,0,130,0.518,0.806,0.419,29,39,12
86,2024-02-13,5,0022300775,1610612750,MIN,Minnesota,Timberwolves,38-16,37,22,25,37,0,0,0,0,0,0,0,0,0,0,121,0.464,0.882,0.394,24,41,12
87,2024-02-13,5,0022300775,1610612757,POR,Portland,Trail Blazers,15-38,25,26,32,26,0,0,0,0,0,0,0,0,0,0,109,0.448,0.8,0.379,26,44,16
88,2024-02-13,6,0022300776,1610612765,DET,Detroit,Pistons,8-45,24,24,31,32,0,0,0,0,0,0,0,0,0,0,111,0.417,0.765,0.286,30,50,10
89,2024-02-13,6,0022300776,1610612747,LAL,Los Angeles,Lakers,29-26,34,37,28,26,0,0,0,0,0,0,0,0,0,0,125,0.512,0.833,0.4,32,47,15
90,2024-02-12,1,0022300761,1610612754,IND,Indiana,Pacers,30-25,24,25,31,22,0,0,0,0,0,0,0,0,0,0,102,0.506,0.625,0.267,31,32,11
91,2024-02-12,1,0022300761,1610612766,CHA,Charlotte,Hornets,12-41,25,23,33,30,0,0,0,0,0,0,0,0,0,0,111,0.537,0.813,0.294,27,46,16
92,2024-02-12,2,0022300762,1610612755,PHI,Philadelphia,76ers,32-21,34,32,25,32,0,0,0,0,0,0,0,0,0,0,123,0.545,0.842,0.423,25,42,10
93,2024-02-12,2,0022300762,1610612739,CLE,Cleveland,Cavaliers,35-17,33,29,30,29,0,0,0,0,0,0,0,0,0,0,121,0.478,0.8,0.351,33,43,10
94,2024-02-12,3,0022300763,1610612741,CHI,Chicago,Bulls,26-28,26,34,37,39,0,0,0,0,0,0,0,0,0,0,136,0.554,0.724,0.464,29,43,6
95,2024-02-12,3,0022300763,1610612737,ATL,Atlanta,Hawks,24-30,33,26,33,34,0,0,0,0,0,0,0,0,0,0,126,0.468,0.828,0.326,33,49,11
96,2024-02-12,4,0022300764,1610612759,SAS,San Antonio,Spurs,11-43,34,33,36,19,0,0,0,0,0,0,0,0,0,0,122,0.529,0.826,0.367,37,46,17
97,2024-02-12,4,0022300764,1610612761,TOR,Toronto,Raptors,19-35,28,22,25,24,0,0,0,0,0,0,0,0,0,0,99,0.398,0.813,0.258,25,47,19
98,2024-02-12,5,0022300765,1610612752,NYK,New York,Knicks,33-21,22,21,28,32,0,0,0,0,0,0,0,0,0,0,103,0.457,0.583,0.333,19,51,16
99,2024-02-12,5,0022300765,1610612745,HOU,Houston,Rockets,24-29,29,28,17,31,0,0,0,0,0,0,0,0,0,0,105,0.45,0.697,0.385,22,39,11
100,2024-02-12,6,0022300766,1610612740,NOP,New Orleans,Pelicans,32-22,31,30,25,10,0,0,0,0,0,0,0,0,0,0,96,0.41,0.792,0.371,21,49,17
101,2024-02-12,6,0022300766,1610612763,MEM,Memphis,Grizzlies,18-36,26,21,26,14,0,0,0,0,0,0,0,0,0,0,87,0.42,0.875,0.273,28,36,17
102,2024-02-12,7,0022300767,1610612743,DEN,Denver,Nuggets,36-18,23,21,19,32,0,0,0,0,0,0,0,0,0,0,95,0.383,0.706,0.275,24,48,13
103,2024-02-12,7,0022300767,1610612749,MIL,Milwaukee,Bucks,35-19,28,32,31,21,0,0,0,0,0,0,0,0,0,0,112,0.5,0.667,0.471,30,51,12
104,2024-02-12,8,0022300768,1610612764,WAS,Washington,Wizards,9-44,22,36,30,16,0,0,0,0,0,0,0,0,0,0,104,0.415,0.6,0.219,27,52,15
105,2024-02-12,8,0022300768,1610612742,DAL,Dallas,Mavericks,31-23,26,25,27,34,0,0,0,0,0,0,0,0,0,0,112,0.448,0.654,0.25,27,56,16
106,2024-02-12,9,0022300769,1610612744,GSW,Golden State,Warriors,26-25,34,29,30,36,0,0,0,0,0,0,0,0,0,0,129,0.48,0.765,0.455,31,51,13
107,2024-02-12,9,0022300769,1610612762,UTA,Utah,Jazz,26-28,26,29,25,27,0,0,0,0,0,0,0,0,0,0,107,0.446,0.875,0.344,23,44,17
108,2024-02-12,10,0022300770,1610612750,MIN,Minnesota,Timberwolves,37-16,28,21,40,32,0,0,0,0,0,0,0,0,0,0,121,0.535,0.947,0.324,33,41,11
109,2024-02-12,10,0022300770,1610612746,LAC,LA,Clippers,35-17,24,29,19,28,0,0,0,0,0,0,0,0,0,0,100,0.405,0.885,0.321,20,36,13
110,2024-02-11,1,0022300759,1610612738,BOS,Boston,Celtics,41-12,26,33,27,24,0,0,0,0,0,0,0,0,0,0,110,0.506,0.706,0.41,27,42,9
111,2024-02-11,1,0022300759,1610612748,MIA,Miami,Heat,28-25,22,28,29,27,0,0,0,0,0,0,0,0,0,0,106,0.412,0.933,0.3,21,45,7
112,2024-02-11,2,0022300760,1610612758,SAC,Sacramento,Kings,30-22,27,30,26,30,0,0,0,0,0,0,0,0,0,0,113,0.489,0.692,0.381,32,40,18
113,2024-02-11,2,0022300760,1610612760,OKC,Oklahoma City,Thunder,36-17,29,38,33,27,0,0,0,0,0,0,0,0,0,0,127,0.541,0.815,0.481,30,36,9
114,2024-02-10,1,0022300748,1610612760,OKC,Oklahoma City,Thunder,35-17,30,32,27,22,0,0,0,0,0,0,0,0,0,0,111,0.388,0.857,0.362,23,40,10
115,2024-02-10,1,0022300748,1610612742,DAL,Dallas,Mavericks,30-23,47,24,39,36,0,0,0,0,0,0,0,0,0,0,146,0.582,0.758,0.395,30,54,12
116,2024-02-10,2,0022300749,1610612765,DET,Detroit,Pistons,8-44,30,28,23,25,0,0,0,0,0,0,0,0,0,0,106,0.441,1.0,0.3,27,57,14
117,2024-02-10,2,0022300749,1610612746,LAC,LA,Clippers,35-16,31,18,27,36,0,0,0,0,0,0,0,0,0,0,112,0.451,0.962,0.333,20,35,11
118,2024-02-10,3,0022300750,1610612759,SAS,San Antonio,Spurs,10-43,30,18,27,28,0,0,0,0,0,0,0,0,0,0,103,0.396,0.952,0.324,20,41,14
119,2024-02-10,3,0022300750,1610612751,BKN,Brooklyn,Nets,21-31,33,27,33,30,0,0,0,0,0,0,0,0,0,0,123,0.563,0.727,0.5,31,41,11
120,2024-02-10,4,0022300751,1610612763,MEM,Memphis,Grizzlies,18-35,28,21,27,30,0,0,0,0,0,0,0,0,0,0,106,0.467,0.5,0.364,33,32,12
121,2024-02-10,4,0022300751,1610612766,CHA,Charlotte,Hornets,11-41,25,33,27,30,0,0,0,0,0,0,0,0,0,0,115,0.573,0.714,0.516,30,43,19
122,2024-02-10,5,0022300752,1610612741,CHI,Chicago,Bulls,25-28,24,26,36,15,7,0,0,0,0,0,0,0,0,0,108,0.434,0.714,0.324,21,43,8
123,2024-02-10,5,0022300752,1610612753,ORL,Orlando,Magic,29-24,26,26,28,21,13,0,0,0,0,0,0,0,0,0,114,0.466,0.731,0.333,23,48,15
124,2024-02-10,6,0022300753,1610612755,PHI,Philadelphia,76ers,31-21,33,26,31,29,0,0,0,0,0,0,0,0,0,0,119,0.48,0.652,0.296,28,48,11
125,2024-02-10,6,0022300753,1610612764,WAS,Washington,Wizards,9-43,26,30,24,33,0,0,0,0,0,0,0,0,0,0,113,0.488,0.762,0.371,28,39,15
126,2024-02-10,7,0022300754,1610612745,HOU,Houston,Rockets,23-29,31,18,35,29,0,0,0,0,0,0,0,0,0,0,113,0.44,0.632,0.302,22,58,17
127,2024-02-10,7,0022300754,1610612737,ATL,Atlanta,Hawks,24-29,19,38,38,27,0,0,0,0,0,0,0,0,0,0,122,0.455,0.757,0.341,25,41,11
128,2024-02-10,8,0022300755,1610612754,IND,Indiana,Pacers,30-24,26,35,30,34,0,0,0,0,0,0,0,0,0,0,125,0.61,0.579,0.483,30,41,15
129,2024-02-10,8,0022300755,1610612752,NYK,New York,Knicks,33-20,27,31,24,29,0,0,0,0,0,0,0,0,0,0,111,0.476,0.913,0.313,16,32,9
130,2024-02-10,9,0022300756,1610612739,CLE,Cleveland,Cavaliers,35-16,30,37,28,24,0,0,0,0,0,0,0,0,0,0,119,0.522,0.692,0.341,36,47,10
131,2024-02-10,9,0022300756,1610612761,TOR,Toronto,Raptors,19-34,24,23,26,22,0,0,0,0,0,0,0,0,0,0,95,0.402,0.696,0.29,22,40,11
132,2024-02-10,10,0022300757,1610612756,PHX,Phoenix,Suns,31-22,28,30,24,30,0,0,0,0,0,0,0,0,0,0,112,0.457,0.938,0.324,28,42,14
133,2024-02-10,10,0022300757,1610612744,GSW,Golden State,Warriors,25-25,33,26,25,29,0,0,0,0,0,0,0,0,0,0,113,0.446,0.545,0.415,33,52,13
134,2024-02-10,11,0022300758,1610612740,NOP,New Orleans,Pelicans,31-22,29,18,17,29,0,0,0,0,0,0,0,0,0,0,93,0.474,0.688,0.37,27,36,12
135,2024-02-10,11,0022300758,1610612757,POR,Portland,Trail Blazers,15-37,24,16,23,21,0,0,0,0,0,0,0,0,0,0,84,0.434,0.706,0.286,19,42,17
136,2024-02-09,1,0022300742,1610612737,ATL,Atlanta,Hawks,23-29,37,36,30,24,0,0,0,0,0,0,0,0,0,0,127,0.519,0.818,0.444,31,40,13
137,2024-02-09,1,0022300742,1610612755,PHI,Philadelphia,76ers,30-21,26,30,30,35,0,0,0,0,0,0,0,0,0,0,121,0.429,0.759,0.333,24,49,9
138,2024-02-09,2,0022300743,1610612764,WAS,Washington,Wizards,9-42,35,36,16,42,0,0,0,0,0,0,0,0,0,0,129,0.474,0.905,0.426,32,39,12
139,2024-02-09,2,0022300743,1610612738,BOS,Boston,Celtics,40-12,31,33,36,33,0,0,0,0,0,0,0,0,0,0,133,0.522,0.929,0.324,25,49,13
140,2024-02-09,3,0022300744,1610612745,HOU,Houston,Rockets,23-28,20,29,22,33,0,0,0,0,0,0,0,0,0,0,104,0.447,0.813,0.395,22,48,21
141,2024-02-09,3,0022300744,1610612761,TOR,Toronto,Raptors,19-33,34,27,27,19,0,0,0,0,0,0,0,0,0,0,107,0.421,0.895,0.303,24,41,11
142,2024-02-09,4,0022300745,1610612766,CHA,Charlotte,Hornets,10-41,17,21,25,21,0,0,0,0,0,0,0,0,0,0,84,0.342,0.793,0.241,17,48,13
143,2024-02-09,4,0022300745,1610612749,MIL,Milwaukee,Bucks,34-19,31,35,33,21,0,0,0,0,0,0,0,0,0,0,120,0.436,0.833,0.346,26,53,5
144,2024-02-09,5,0022300746,1610612743,DEN,Denver,Nuggets,36-17,35,22,29,20,0,0,0,0,0,0,0,0,0,0,106,0.463,0.714,0.345,26,35,20
145,2024-02-09,5,0022300746,1610612758,SAC,Sacramento,Kings,30-21,32,35,39,29,0,0,0,0,0,0,0,0,0,0,135,0.586,0.889,0.5,32,42,16
146,2024-02-09,6,0022300747,1610612740,NOP,New Orleans,Pelicans,30-22,39,35,28,20,0,0,0,0,0,0,0,0,0,0,122,0.517,0.826,0.379,28,41,13
147,2024-02-09,6,0022300747,1610612747,LAL,Los Angeles,Lakers,28-26,36,51,28,24,0,0,0,0,0,0,0,0,0,0,139,0.557,0.844,0.452,32,32,7
148,2024-02-08,1,0022300733,1610612744,GSW,Golden State,Warriors,24-25,45,25,25,36,0,0,0,0,0,0,0,0,0,0,131,0.559,0.769,0.531,33,49,17
149,2024-02-08,1,0022300733,1610612754,IND,Indiana,Pacers,29-24,34,24,18,33,0,0,0,0,0,0,0,0,0,0,109,0.481,0.704,0.387,31,30,14
150,2024-02-08,2,0022300734,1610612759,SAS,San Antonio,Spurs,10-42,20,24,41,26,0,0,0,0,0,0,0,0,0,0,111,0.519,0.941,0.314,29,27,14
151,2024-02-08,2,0022300734,1610612753,ORL,Orlando,Magic,28-24,23,38,37,29,0,0,0,0,0,0,0,0,0,0,127,0.598,0.65,0.593,34,39,16
152,2024-02-08,3,0022300735,1610612739,CLE,Cleveland,Cavaliers,34-16,32,27,31,28,0,0,0,0,0,0,0,0,0,0,118,0.538,1.0,0.405,26,48,15
153,2024-02-08,3,0022300735,1610612751,BKN,Brooklyn,Nets,20-31,21,30,18,26,0,0,0,0,0,0,0,0,0,0,95,0.398,0.786,0.4,22,34,12
154,2024-02-08,4,0022300736,1610612742,DAL,Dallas,Mavericks,29-23,28,31,28,35,0,0,0,0,0,0,0,0,0,0,122,0.524,0.783,0.429,30,40,8
155,2024-02-08,4,0022300736,1610612752,NYK,New York,Knicks,33-19,22,26,23,37,0,0,0,0,0,0,0,0,0,0,108,0.447,0.909,0.378,27,46,14
156,2024-02-08,5,0022300737,1610612741,CHI,Chicago,Bulls,25-27,27,25,28,38,0,0,0,0,0,0,0,0,0,0,118,0.544,0.909,0.462,24,46,14
