,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV
609,2024-01-08,3,0022300508,1610612764,WAS,Washington,Wizards,6-30,30,31,36,31,0,0,0,0,0,0,0,0,0,0,128,0.494,0.862,0.469,32,38,14
610,2024-01-08,4,0022300509,1610612745,HOU,Houston,Rockets,18-17,27,32,23,31,0,0,0,0,0,0,0,0,0,0,113,0.42,0.893,0.341,20,42,12
611,2024-01-08,4,0022300509,1610612748,MIA,Miami,Heat,21-15,34,25,32,29,0,0,0,0,0,0,0,0,0,0,120,0.5,0.719,0.417,30,45,11
612,2024-01-08,5,0022300510,1610612762,UTA,Utah,Jazz,18-20,41,36,23,32,0,0,0,0,0,0,0,0,0,0,132,0.522,0.818,0.455,33,47,10
613,2024-01-08,5,0022300510,1610612749,MIL,Milwaukee,Bucks,25-12,23,23,44,26,0,0,0,0,0,0,0,0,0,0,116,0.447,0.789,0.472,31,38,9
614,2024-01-08,6,0022300511,1610612756,PHX,Phoenix,Suns,19-18,31,32,28,20,0,0,0,0,0,0,0,0,0,0,111,0.494,0.862,0.333,17,25,14
615,2024-01-08,6,0022300511,1610612746,LAC,LA,Clippers,23-13,34,37,30,37,0,0,0,0,0,0,0,0,0,0,138,0.624,0.739,0.517,32,44,12
616,2024-01-07,1,0022300497,1610612759,SAS,San Antonio,Spurs,5-30,32,24,28,31,0,0,0,0,0,0,0,0,0,0,115,0.477,0.864,0.378,22,40,11
617,2024-01-07,1,0022300497,1610612739,CLE,Cleveland,Cavaliers,21-15,28,34,26,29,0,0,0,0,0,0,0,0,0,0,117,0.489,0.714,0.372,27,44,16
618,2024-01-07,2,0022300498,1610612757,POR,Portland,Trail Blazers,10-25,26,24,35,30,19,0,0,0,0,0,0,0,0,0,134,0.474,0.8,0.526,21,38,9
619,2024-01-07,2,0022300498,1610612751,BKN,Brooklyn,Nets,16-21,30,22,41,22,12,0,0,0,0,0,0,0,0,0,127,0.505,0.84,0.378,29,44,15
620,2024-01-07,3,0022300499,1610612737,ATL,Atlanta,Hawks,14-21,28,32,18,27,5,0,0,0,0,0,0,0,0,0,110,0.462,0.586,0.3,21,50,12
621,2024-01-07,3,0022300499,1610612753,ORL,Orlando,Magic,21-15,32,19,34,20,12,0,0,0,0,0,0,0,0,0,117,0.439,0.636,0.415,25,57,11
622,2024-01-07,4,0022300500,1610612740,NOP,New Orleans,Pelicans,22-15,33,39,31,30,0,0,0,0,0,0,0,0,0,0,133,0.61,0.875,0.543,35,51,16
623,2024-01-07,4,0022300500,1610612758,SAC,Sacramento,Kings,21-14,21,26,14,39,0,0,0,0,0,0,0,0,0,0,100,0.418,0.75,0.333,28,25,9
624,2024-01-07,5,0022300501,1610612750,MIN,Minnesota,Timberwolves,25-10,29,27,26,26,0,0,0,0,0,0,0,0,0,0,108,0.436,0.619,0.317,22,51,13
625,2024-01-07,5,0022300501,1610612742,DAL,Dallas,Mavericks,22-15,30,30,31,24,0,0,0,0,0,0,0,0,0,0,115,0.453,0.7,0.375,20,44,11
626,2024-01-07,6,0022300502,1610612765,DET,Detroit,Pistons,3-33,29,28,28,29,0,0,0,0,0,0,0,0,0,0,114,0.472,0.7,0.375,28,37,11
627,2024-01-07,6,0022300502,1610612743,DEN,Denver,Nuggets,26-12,31,34,43,23,0,0,0,0,0,0,0,0,0,0,131,0.588,0.871,0.37,35,38,12
628,2024-01-07,7,0022300503,1610612763,MEM,Memphis,Grizzlies,13-23,26,32,28,35,0,0,0,0,0,0,0,0,0,0,121,0.443,0.75,0.347,29,54,17
629,2024-01-07,7,0022300503,1610612756,PHX,Phoenix,Suns,19-17,32,31,34,18,0,0,0,0,0,0,0,0,0,0,115,0.451,0.682,0.286,29,50,12
630,2024-01-07,8,0022300504,1610612761,TOR,Toronto,Raptors,15-21,36,40,25,32,0,0,0,0,0,0,0,0,0,0,133,0.585,0.571,0.455,38,45,7
631,2024-01-07,8,0022300504,1610612744,GSW,Golden State,Warriors,17-19,28,21,38,31,0,0,0,0,0,0,0,0,0,0,118,0.45,0.933,0.304,30,43,10
632,2024-01-07,9,0022300505,1610612746,LAC,LA,Clippers,22-13,24,29,24,26,0,0,0,0,0,0,0,0,0,0,103,0.396,0.895,0.378,21,40,14
633,2024-01-07,9,0022300505,1610612747,LAL,Los Angeles,Lakers,18-19,19,30,32,25,0,0,0,0,0,0,0,0,0,0,106,0.512,0.688,0.379,23,40,19
634,2024-01-06,1,0022300493,1610612738,BOS,Boston,Celtics,28-7,29,29,26,34,0,0,0,0,0,0,0,0,0,0,118,0.511,0.526,0.39,26,56,17
635,2024-01-06,1,0022300493,1610612754,IND,Indiana,Pacers,20-15,17,32,32,20,0,0,0,0,0,0,0,0,0,0,101,0.413,0.773,0.19,23,38,9
636,2024-01-06,2,0022300494,1610612752,NYK,New York,Knicks,21-15,34,29,28,30,0,0,0,0,0,0,0,0,0,0,121,0.494,0.875,0.389,27,45,14
637,2024-01-06,2,0022300494,1610612764,WAS,Washington,Wizards,6-29,19,24,32,30,0,0,0,0,0,0,0,0,0,0,105,0.471,0.6,0.351,33,45,20
638,2024-01-06,3,0022300495,1610612762,UTA,Utah,Jazz,17-20,32,26,29,33,0,0,0,0,0,0,0,0,0,0,120,0.575,0.833,0.267,30,48,23
639,2024-01-06,3,0022300495,1610612755,PHI,Philadelphia,76ers,23-12,28,29,22,30,0,0,0,0,0,0,0,0,0,0,109,0.404,0.783,0.184,30,34,6
640,2024-01-06,4,0022300496,1610612749,MIL,Milwaukee,Bucks,25-11,18,25,30,35,0,0,0,0,0,0,0,0,0,0,108,0.461,0.69,0.265,20,41,11
641,2024-01-06,4,0022300496,1610612745,HOU,Houston,Rockets,18-16,29,34,26,23,0,0,0,0,0,0,0,0,0,0,112,0.434,0.844,0.382,22,46,10
642,2024-01-05,1,0022300479,1610612762,UTA,Utah,Jazz,16-20,15,25,35,22,0,0,0,0,0,0,0,0,0,0,97,0.362,0.676,0.176,23,57,18
643,2024-01-05,1,0022300479,1610612738,BOS,Boston,Celtics,27-7,30,41,36,19,0,0,0,0,0,0,0,0,0,0,126,0.433,0.861,0.347,24,56,12
644,2024-01-05,2,0022300480,1610612737,ATL,Atlanta,Hawks,14-20,24,30,29,33,0,0,0,0,0,0,0,0,0,0,116,0.43,0.867,0.238,21,39,14
645,2024-01-05,2,0022300480,1610612754,IND,Indiana,Pacers,20-14,38,40,39,33,0,0,0,0,0,0,0,0,0,0,150,0.638,0.846,0.487,50,39,14
646,2024-01-05,3,0022300481,1610612760,OKC,Oklahoma City,Thunder,23-11,21,26,32,36,0,0,0,0,0,0,0,0,0,0,115,0.536,0.667,0.29,29,36,13
647,2024-01-05,3,0022300481,1610612751,BKN,Brooklyn,Nets,16-20,39,36,26,23,0,0,0,0,0,0,0,0,0,0,124,0.451,0.848,0.359,25,51,15
648,2024-01-05,4,0022300482,1610612764,WAS,Washington,Wizards,6-28,26,14,19,31,0,0,0,0,0,0,0,0,0,0,90,0.417,0.733,0.3,19,31,16
649,2024-01-05,4,0022300482,1610612739,CLE,Cleveland,Cavaliers,20-15,36,16,32,30,0,0,0,0,0,0,0,0,0,0,114,0.532,0.696,0.485,31,52,23
650,2024-01-05,5,0022300483,1610612752,NYK,New York,Knicks,20-15,34,41,18,35,0,0,0,0,0,0,0,0,0,0,128,0.483,0.96,0.439,27,49,11
651,2024-01-05,5,0022300483,1610612755,PHI,Philadelphia,76ers,23-11,30,25,21,16,0,0,0,0,0,0,0,0,0,0,92,0.407,0.741,0.261,22,38,14
652,2024-01-05,6,0022300484,1610612766,CHA,Charlotte,Hornets,8-25,22,19,28,22,0,0,0,0,0,0,0,0,0,0,91,0.404,0.75,0.294,20,42,11
653,2024-01-05,6,0022300484,1610612741,CHI,Chicago,Bulls,16-21,23,24,27,30,0,0,0,0,0,0,0,0,0,0,104,0.541,0.824,0.357,29,41,14
654,2024-01-05,7,0022300485,1610612750,MIN,Minnesota,Timberwolves,25-9,32,24,28,38,0,0,0,0,0,0,0,0,0,0,122,0.523,0.8,0.424,31,52,14
655,2024-01-05,7,0022300485,1610612745,HOU,Houston,Rockets,17-16,24,22,26,23,0,0,0,0,0,0,0,0,0,0,95,0.4,0.733,0.375,18,38,15
656,2024-01-05,8,0022300486,1610612746,LAC,LA,Clippers,22-12,26,30,36,19,0,0,0,0,0,0,0,0,0,0,111,0.488,0.8,0.417,28,50,14
657,2024-01-05,8,0022300486,1610612740,NOP,New Orleans,Pelicans,21-15,26,15,27,27,0,0,0,0,0,0,0,0,0,0,95,0.359,0.739,0.414,22,43,9
658,2024-01-05,9,0022300487,1610612757,POR,Portland,Trail Blazers,9-25,26,27,16,34,0,0,0,0,0,0,0,0,0,0,103,0.411,0.706,0.325,27,42,18
659,2024-01-05,9,0022300487,1610612742,DAL,Dallas,Mavericks,21-15,38,24,40,37,0,0,0,0,0,0,0,0,0,0,139,0.583,0.667,0.447,35,52,17
660,2024-01-05,10,0022300488,1610612753,ORL,Orlando,Magic,20-15,28,26,41,27,0,0,0,0,0,0,0,0,0,0,122,0.5,0.676,0.472,25,40,14
661,2024-01-05,10,0022300488,1610612743,DEN,Denver,Nuggets,25-12,37,30,31,22,0,0,0,0,0,0,0,0,0,0,120,0.505,0.789,0.273,28,38,13
662,2024-01-05,11,0022300489,1610612748,MIA,Miami,Heat,20-15,29,26,20,22,0,0,0,0,0,0,0,0,0,0,97,0.41,0.864,0.27,26,44,15
663,2024-01-05,11,0022300489,1610612756,PHX,Phoenix,Suns,19-16,33,29,32,19,0,0,0,0,0,0,0,0,0,0,113,0.506,0.647,0.4,30,44,9
664,2024-01-05,12,0022300490,1610612765,DET,Detroit,Pistons,3-32,20,26,29,34,0,0,0,0,0,0,0,0,0,0,109,0.449,0.8,0.295,25,40,11
665,2024-01-05,12,0022300490,1610612744,GSW,Golden State,Warriors,17-18,22,28,29,34,0,0,0,0,0,0,0,0,0,0,113,0.463,0.84,0.421,24,45,16
666,2024-01-05,13,0022300491,1610612763,MEM,Memphis,Grizzlies,12-23,29,29,36,33,0,0,0,0,0,0,0,0,0,0,127,0.537,0.8,0.511,33,44,17
667,2024-01-05,13,0022300491,1610612747,LAL,Los Angeles,Lakers,17-19,38,21,35,19,0,0,0,0,0,0,0,0,0,0,113,0.494,0.704,0.357,26,35,13
668,2024-01-05,14,0022300492,1610612761,TOR,Toronto,Raptors,14-21,27,30,40,33,0,0,0,0,0,0,0,0,0,0,130,0.54,0.852,0.351,31,37,14
669,2024-01-05,14,0022300492,1610612758,SAC,Sacramento,Kings,21-13,36,41,30,28,0,0,0,0,0,0,0,0,0,0,135,0.52,0.667,0.553,35,42,14
670,2024-01-04,1,0022300477,1610612749,MIL,Milwaukee,Bucks,25-10,38,26,29,32,0,0,0,0,0,0,0,0,0,0,125,0.533,0.789,0.353,27,42,14
671,2024-01-04,1,0022300477,1610612759,SAS,San Antonio,Spurs,5-29,31,28,34,28,0,0,0,0,0,0,0,0,0,0,121,0.484,0.882,0.35,31,42,11
672,2024-01-04,2,0022300478,1610612743,DEN,Denver,Nuggets,25-11,34,36,24,36,0,0,0,0,0,0,0,0,0,0,130,0.565,0.862,0.346,28,36,7
673,2024-01-04,2,0022300478,1610612744,GSW,Golden State,Warriors,16-18,33,30,44,20,0,0,0,0,0,0,0,0,0,0,127,0.544,0.875,0.417,35,33,8
674,2024-01-03,1,0022300465,1610612764,WAS,Washington,Wizards,6-27,31,24,20,26,0,0,0,0,0,0,0,0,0,0,101,0.416,0.455,0.343,22,36,8
675,2024-01-03,1,0022300465,1610612739,CLE,Cleveland,Cavaliers,19-15,34,33,34,39,0,0,0,0,0,0,0,0,0,0,140,0.535,0.75,0.476,37,62,8
676,2024-01-03,2,0022300466,1610612749,MIL,Milwaukee,Bucks,24-10,31,37,29,33,0,0,0,0,0,0,0,0,0,0,130,0.5,0.75,0.378,30,42,13
677,2024-01-03,2,0022300466,1610612754,IND,Indiana,Pacers,19-14,33,33,47,29,0,0,0,0,0,0,0,0,0,0,142,0.556,0.824,0.4,34,44,10
678,2024-01-03,3,0022300467,1610612760,OKC,Oklahoma City,Thunder,23-10,25,34,44,35,0,0,0,0,0,0,0,0,0,0,138,0.549,0.769,0.5,30,37,13
679,2024-01-03,3,0022300467,1610612737,ATL,Atlanta,Hawks,14-19,39,37,40,25,0,0,0,0,0,0,0,0,0,0,141,0.505,0.939,0.359,30,49,11
680,2024-01-03,4,0022300469,1610612751,BKN,Brooklyn,Nets,15-20,22,28,25,26,0,0,0,0,0,0,0,0,0,0,101,0.387,0.615,0.295,25,50,8
681,2024-01-03,4,0022300469,1610612745,HOU,Houston,Rockets,17-15,26,23,38,25,0,0,0,0,0,0,0,0,0,0,112,0.487,0.704,0.487,27,48,16
682,2024-01-03,5,0022300470,1610612761,TOR,Toronto,Raptors,14-20,30,32,31,23,0,0,0,0,0,0,0,0,0,0,116,0.482,0.815,0.462,25,46,12
683,2024-01-03,5,0022300470,1610612763,MEM,Memphis,Grizzlies,11-23,29,19,28,35,0,0,0,0,0,0,0,0,0,0,111,0.426,0.842,0.357,25,43,10
684,2024-01-03,6,0022300471,1610612740,NOP,New Orleans,Pelicans,21-14,27,32,33,25,0,0,0,0,0,0,0,0,0,0,117,0.556,0.882,0.462,30,41,12
685,2024-01-03,6,0022300471,1610612750,MIN,Minnesota,Timberwolves,24-9,24,22,25,35,0,0,0,0,0,0,0,0,0,0,106,0.451,0.815,0.323,26,28,11
686,2024-01-03,7,0022300468,1610612741,CHI,Chicago,Bulls,15-21,24,31,23,22,0,0,0,0,0,0,0,0,0,0,100,0.416,0.813,0.406,24,39,11
687,2024-01-03,7,0022300468,1610612752,NYK,New York,Knicks,19-15,26,25,35,30,0,0,0,0,0,0,0,0,0,0,116,0.517,0.818,0.395,29,52,15
688,2024-01-03,8,0022300472,1610612757,POR,Portland,Trail Blazers,9-24,25,22,27,23,0,0,0,0,0,0,0,0,0,0,97,0.391,0.727,0.325,23,46,22
689,2024-01-03,8,0022300472,1610612742,DAL,Dallas,Mavericks,20-15,35,43,24,24,0,0,0,0,0,0,0,0,0,0,126,0.5,0.707,0.433,25,43,11
690,2024-01-03,9,0022300473,1610612746,LAC,LA,Clippers,21-12,35,35,37,24,0,0,0,0,0,0,0,0,0,0,131,0.553,0.906,0.529,25,36,12
691,2024-01-03,9,0022300473,1610612756,PHX,Phoenix,Suns,18-16,20,31,40,31,0,0,0,0,0,0,0,0,0,0,122,0.532,0.885,0.429,23,32,16
692,2024-01-03,10,0022300474,1610612765,DET,Detroit,Pistons,3-31,33,35,41,29,10,0,0,0,0,0,0,0,0,0,148,0.533,0.773,0.463,33,48,17
693,2024-01-03,10,0022300474,1610612762,UTA,Utah,Jazz,16-19,26,40,38,34,16,0,0,0,0,0,0,0,0,0,154,0.515,0.914,0.5,28,43,12
694,2024-01-03,11,0022300475,1610612748,MIA,Miami,Heat,20-14,25,28,19,38,0,0,0,0,0,0,0,0,0,0,110,0.441,0.706,0.381,30,39,8
695,2024-01-03,11,0022300475,1610612747,LAL,Los Angeles,Lakers,17-18,18,27,22,29,0,0,0,0,0,0,0,0,0,0,96,0.422,0.917,0.133,29,50,21
696,2024-01-03,12,0022300476,1610612753,ORL,Orlando,Magic,19-15,30,25,34,29,9,8,0,0,0,0,0,0,0,0,135,0.489,0.815,0.568,33,39,20
697,2024-01-03,12,0022300476,1610612758,SAC,Sacramento,Kings,20-13,27,40,24,27,9,11,0,0,0,0,0,0,0,0,138,0.486,0.677,0.375,36,58,17
698,2024-01-02,1,0022300459,1610612741,CHI,Chicago,Bulls,15-20,18,24,30,25,0,0,0,0,0,0,0,0,0,0,97,0.385,0.696,0.189,17,51,18
699,2024-01-02,1,0022300459,1610612755,PHI,Philadelphia,76ers,23-10,43,30,25,12,0,0,0,0,0,0,0,0,0,0,110,0.475,0.733,0.4,28,43,17
700,2024-01-02,2,0022300460,1610612759,SAS,San Antonio,Spurs,5-28,23,17,28,30,0,0,0,0,0,0,0,0,0,0,98,0.424,0.696,0.323,21,40,14
701,2024-01-02,2,0022300460,1610612763,MEM,Memphis,Grizzlies,11-22,20,27,33,26,0,0,0,0,0,0,0,0,0,0,106,0.463,0.8,0.316,24,46,15
702,2024-01-02,3,0022300461,1610612751,BKN,Brooklyn,Nets,15-19,18,16,24,27,0,0,0,0,0,0,0,0,0,0,85,0.357,0.5,0.256,26,43,12
703,2024-01-02,3,0022300461,1610612740,NOP,New Orleans,Pelicans,20-14,32,27,26,27,0,0,0,0,0,0,0,0,0,0,112,0.466,0.778,0.41,23,53,16
704,2024-01-02,4,0022300462,1610612738,BOS,Boston,Celtics,26-7,29,32,25,37,0,0,0,0,0,0,0,0,0,0,123,0.457,0.828,0.375,33,47,14
705,2024-01-02,4,0022300462,1610612760,OKC,Oklahoma City,Thunder,23-9,31,27,40,29,0,0,0,0,0,0,0,0,0,0,127,0.527,0.765,0.45,34,38,10
706,2024-01-02,5,0022300463,1610612753,ORL,Orlando,Magic,19-14,28,27,26,34,0,0,0,0,0,0,0,0,0,0,115,0.446,0.826,0.389,19,41,17
707,2024-01-02,5,0022300463,1610612744,GSW,Golden State,Warriors,16-17,30,25,32,34,0,0,0,0,0,0,0,0,0,0,121,0.538,0.649,0.371,23,36,12
708,2024-01-02,6,0022300464,1610612766,CHA,Charlotte,Hornets,8-24,25,20,30,36,0,0,0,0,0,0,0,0,0,0,111,0.512,0.789,0.353,23,35,14
709,2024-01-02,6,0022300464,1610612758,SAC,Sacramento,Kings,19-13,21,29,28,26,0,0,0,0,0,0,0,0,0,0,104,0.435,0.588,0.389,23,48,20
710,2024-01-01,1,0022300451,1610612750,MIN,Minnesota,Timberwolves,24-8,32,17,29,28,0,0,0,0,0,0,0,0,0,0,106,0.474,0.793,0.393,19,34,13
711,2024-01-01,1,0022300451,1610612752,NYK,New York,Knicks,18-15,23,38,33,18,0,0,0,0,0,0,0,0,0,0,112,0.438,0.786,0.353,23,49,13
712,2024-01-01,2,0022300452,1610612739,CLE,Cleveland,Cavaliers,18-15,32,27,32,30,0,0,0,0,0,0,0,0,0,0,121,0.483,0.885,0.333,25,43,9
713,2024-01-01,2,0022300452,1610612761,TOR,Toronto,Raptors,13-20,41,26,31,26,0,0,0,0,0,0,0,0,0,0,124,0.483,0.725,0.367,25,47,11
714,2024-01-01,3,0022300453,1610612765,DET,Detroit,Pistons,3-30,29,26,25,33,0,0,0,0,0,0,0,0,0,0,113,0.482,0.741,0.448,27,37,17
715,2024-01-01,3,0022300453,1610612745,HOU,Houston,Rockets,16-15,31,28,47,30,0,0,0,0,0,0,0,0,0,0,136,0.56,0.792,0.429,34,39,9
716,2024-01-01,4,0022300454,1610612754,IND,Indiana,Pacers,18-14,25,31,28,38,0,0,0,0,0,0,0,0,0,0,122,0.443,0.816,0.143,23,52,7
717,2024-01-01,4,0022300454,1610612749,MIL,Milwaukee,Bucks,24-9,32,30,26,25,0,0,0,0,0,0,0,0,0,0,113,0.441,0.808,0.25,27,46,11
718,2024-01-01,5,0022300455,1610612766,CHA,Charlotte,Hornets,7-24,18,31,17,27,0,0,0,0,0,0,0,0,0,0,93,0.419,0.688,0.385,24,45,12
719,2024-01-01,5,0022300455,1610612743,DEN,Denver,Nuggets,24-11,24,25,40,22,0,0,0,0,0,0,0,0,0,0,111,0.494,0.778,0.395,27,44,10
720,2024-01-01,6,0022300456,1610612757,POR,Portland,Trail Blazers,9-23,29,18,14,27,0,0,0,0,0,0,0,0,0,0,88,0.413,0.737,0.267,21,36,18
721,2024-01-01,6,0022300456,1610612756,PHX,Phoenix,Suns,18-15,20,35,31,23,0,0,0,0,0,0,0,0,0,0,109,0.475,0.667,0.379,24,47,16
722,2024-01-01,7,0022300457,1610612742,DAL,Dallas,Mavericks,19-15,26,29,24,11,0,0,0,0,0,0,0,0,0,0,90,0.398,0.5,0.275,28,41,16
723,2024-01-01,7,0022300457,1610612762,UTA,Utah,Jazz,15-19,37,25,31,34,0,0,0,0,0,0,0,0,0,0,127,0.51,0.944,0.273,37,53,12
724,2024-01-01,8,0022300458,1610612748,MIA,Miami,Heat,19-14,35,23,27,19,0,0,0,0,0,0,0,0,0,0,104,0.422,0.793,0.324,24,35,13
725,2024-01-01,8,0022300458,1610612746,LAC,LA,Clippers,20-12,23,36,36,26,0,0,0,0,0,0,0,0,0,0,121,0.588,0.929,0.483,25,37,15
726,2023-12-31,1,0022300445,1610612737,ATL,Atlanta,Hawks,13-19,28,42,30,30,0,0,0,0,0,0,0,0,0,0,130,0.495,0.649,0.375,27,58,12
727,2023-12-31,1,0022300445,1610612764,WAS,Washington,Wizards,6-26,30,28,29,39,0,0,0,0,0,0,0,0,0,0,126,0.469,0.81,0.321,35,42,9
728,2023-12-31,2,0022300446,1610612747,LAL,Los Angeles,Lakers,17-17,33,24,32,20,0,0,0,0,0,0,0,0,0,0,109,0.476,0.84,0.313,26,35,13
729,2023-12-31,2,0022300446,1610612740,NOP,New Orleans,Pelicans,19-14,42,32,30,25,0,0,0,0,0,0,0,0,0,0,129,0.517,0.815,0.5,33,47,11
730,2023-12-31,3,0022300447,1610612751,BKN,Brooklyn,Nets,15-18,36,20,23,29,0,0,0,0,0,0,0,0,0,0,108,0.38,0.645,0.261,26,47,6
731,2023-12-31,3,0022300447,1610612760,OKC,Oklahoma City,Thunder,22-9,33,26,30,35,0,0,0,0,0,0,0,0,0,0,124,0.542,0.8,0.545,31,46,13
732,2023-12-31,4,0022300448,1610612738,BOS,Boston,Celtics,26-6,30,35,40,29,0,0,0,0,0,0,0,0,0,0,134,0.537,0.773,0.357,29,57,10
733,2023-12-31,4,0022300448,1610612759,SAS,San Antonio,Spurs,5-27,22,31,23,25,0,0,0,0,0,0,0,0,0,0,101,0.426,0.75,0.267,28,39,12
734,2023-12-31,5,0022300449,1610612758,SAC,Sacramento,Kings,19-12,34,36,31,22,0,0,0,0,0,0,0,0,0,0,123,0.511,0.765,0.485,28,59,12
735,2023-12-31,5,0022300449,1610612763,MEM,Memphis,Grizzlies,10-22,29,29,21,13,0,0,0,0,0,0,0,0,0,0,92,0.366,0.714,0.3,20,34,8
736,2023-12-31,6,0022300450,1610612753,ORL,Orlando,Magic,19-13,24,34,29,20,0,0,0,0,0,0,0,0,0,0,107,0.467,0.917,0.324,22,45,15
737,2023-12-31,6,0022300450,1610612756,PHX,Phoenix,Suns,17-15,37,30,22,23,0,0,0,0,0,0,0,0,0,0,112,0.5,0.842,0.296,21,35,6
738,2023-12-30,1,0022300439,1610612748,MIA,Miami,Heat,19-13,28,25,35,21,0,0,0,0,0,0,0,0,0,0,109,0.436,0.8,0.29,20,46,16
739,2023-12-30,1,0022300439,1610612762,UTA,Utah,Jazz,14-19,27,27,34,29,0,0,0,0,0,0,0,0,0,0,117,0.462,0.714,0.268,29,43,10
740,2023-12-30,2,0022300440,1610612761,TOR,Toronto,Raptors,12-20,24,20,42,41,0,0,0,0,0,0,0,0,0,0,127,0.505,0.821,0.5,26,33,7
741,2023-12-30,2,0022300440,1610612765,DET,Detroit,Pistons,3-29,25,27,38,39,0,0,0,0,0,0,0,0,0,0,129,0.5,0.875,0.429,29,41,11
742,2023-12-30,3,0022300441,1610612752,NYK,New York,Knicks,17-15,27,35,30,34,0,0,0,0,0,0,0,0,0,0,126,0.474,0.704,0.459,24,42,13
743,2023-12-30,3,0022300441,1610612754,IND,Indiana,Pacers,17-14,32,32,41,35,0,0,0,0,0,0,0,0,0,0,140,0.588,0.81,0.535,40,34,16
744,2023-12-30,4,0022300442,1610612755,PHI,Philadelphia,76ers,22-10,17,31,23,21,0,0,0,0,0,0,0,0,0,0,92,0.391,0.733,0.237,24,36,7
745,2023-12-30,4,0022300442,1610612741,CHI,Chicago,Bulls,15-19,21,35,24,25,0,0,0,0,0,0,0,0,0,0,105,0.506,0.6,0.28,21,53,16
746,2023-12-30,5,0022300443,1610612747,LAL,Los Angeles,Lakers,17-16,31,26,20,29,0,0,0,0,0,0,0,0,0,0,106,0.42,0.781,0.292,23,39,10
747,2023-12-30,5,0022300443,1610612750,MIN,Minnesota,Timberwolves,24-7,29,32,21,26,0,0,0,0,0,0,0,0,0,0,108,0.5,0.833,0.353,24,45,19
748,2023-12-30,6,0022300444,1610612742,DAL,Dallas,Mavericks,19-14,34,29,38,31,0,0,0,0,0,0,0,0,0,0,132,0.557,0.818,0.4,25,43,9
749,2023-12-30,6,0022300444,1610612744,GSW,Golden State,Warriors,15-17,26,28,35,33,0,0,0,0,0,0,0,0,0,0,122,0.456,0.692,0.396,32,47,10
750,2023-12-29,1,0022300429,1610612752,NYK,New York,Knicks,17-14,29,15,30,34,0,0,0,0,0,0,0,0,0,0,108,0.442,0.897,0.2,22,40,16
751,2023-12-29,1,0022300429,1610612753,ORL,Orlando,Magic,19-12,26,29,31,31,0,0,0,0,0,0,0,0,0,0,117,0.449,0.75,0.212,24,49,15
752,2023-12-29,2,0022300430,1610612751,BKN,Brooklyn,Nets,15-17,25,28,33,18,0,0,0,0,0,0,0,0,0,0,104,0.429,0.63,0.321,24,54,10
753,2023-12-29,2,0022300430,1610612764,WAS,Washington,Wizards,6-25,25,29,30,26,0,0,0,0,0,0,0,0,0,0,110,0.505,0.429,0.395,28,43,6
754,2023-12-29,3,0022300431,1610612758,SAC,Sacramento,Kings,18-12,23,30,33,31,0,0,0,0,0,0,0,0,0,0,117,0.517,0.533,0.378,35,38,12
755,2023-12-29,3,0022300431,1610612737,ATL,Atlanta,Hawks,12-19,36,35,20,19,0,0,0,0,0,0,0,0,0,0,110,0.394,0.84,0.349,29,51,15
756,2023-12-29,4,0022300432,1610612761,TOR,Toronto,Raptors,12-19,20,33,33,32,0,0,0,0,0,0,0,0,0,0,118,0.463,0.65,0.386,29,38,4
757,2023-12-29,4,0022300432,1610612738,BOS,Boston,Celtics,25-6,35,33,31,21,0,0,0,0,0,0,0,0,0,0,120,0.489,0.85,0.436,29,52,16
758,2023-12-29,5,0022300433,1610612749,MIL,Milwaukee,Bucks,24-8,31,21,40,27,0,0,0,0,0,0,0,0,0,0,119,0.513,0.893,0.414,26,43,17
759,2023-12-29,5,0022300433,1610612739,CLE,Cleveland,Cavaliers,18-14,37,22,21,31,0,0,0,0,0,0,0,0,0,0,111,0.476,0.778,0.14,28,37,8
760,2023-12-29,6,0022300434,1610612755,PHI,Philadelphia,76ers,22-9,26,36,28,41,0,0,0,0,0,0,0,0,0,0,131,0.523,0.879,0.364,22,30,10
761,2023-12-29,6,0022300434,1610612745,HOU,Houston,Rockets,15-15,32,31,34,30,0,0,0,0,0,0,0,0,0,0,127,0.538,0.714,0.467,30,42,16
762,2023-12-29,7,0022300435,1610612760,OKC,Oklahoma City,Thunder,21-9,33,21,34,31,0,0,0,0,0,0,0,0,0,0,119,0.505,0.938,0.343,29,51,11
763,2023-12-29,7,0022300435,1610612743,DEN,Denver,Nuggets,23-11,27,21,20,25,0,0,0,0,0,0,0,0,0,0,93,0.424,0.733,0.27,30,36,16
764,2023-12-29,8,0022300436,1610612766,CHA,Charlotte,Hornets,7-23,30,28,31,30,0,0,0,0,0,0,0,0,0,0,119,0.478,1.0,0.5,32,26,6
765,2023-12-29,8,0022300436,1610612756,PHX,Phoenix,Suns,16-15,36,32,35,30,0,0,0,0,0,0,0,0,0,0,133,0.622,0.958,0.6,34,39,14
